Title,ShortTitle,CallNumber,CatalogedGenre,Facsimile,TPDate,DateCert,CatalogedDate,MapDate,TPCity,LocationFromImprint,CatalogedCity,RegularizedStreetAddress,GeoCodeAddress,GeoLat,GeoLong,LicenseStatement,Registration,Author,Printer,Bookseller,Publisher,Contributor,Compiler,Reprint,Edition,Archive,Link
Captain O'Blunder's observations on the bloody war in America ,,104187093,War,Y,MDCCLXXVIII,verified,1778,1778-01-01,,G Britain and Ireland,,,,,,,,Captain O'Blunder,,Company of Flying Stationers ,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104187093
"Cross of Christ, the Christian's glory ",,104185828,Religion & morality,Y,MDCCLXXVIII,verified,1778,1778-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,James Hervey,J. & J. Robertson,J. & J. Robertson,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185828
"History of the life and sufferings, of the Reverend John Welch ",,104184557,Religion & morality,Y,"M,DCC,LXXX",verified,1780,1780-01-01,Edinburgh,Niddery’s-wynd ,Edinburgh,"Niddery’s-wynd , Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184557
"Some ejaculations and dying words of the late Reverend Mr John Willison, late Minister of the Gospel at Dundee, or, His last words to his wife & children ",,104184526,Last words,Y,,specified,1780,1780-01-01,Edinburgh,Nidd y's Wynd,Edinburgh,"Nidd y's Wynd, Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,John Willison,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184526
"Gospel discovery, or A poem on the life and death of our Lord and Saviour, Jesus Christ ",,104184334,Religion & morality,Y,,specified,1780,1780-01-01,Edinburgh,"Lower Camp, bell’s Close, Colgate",Edinburgh,"Lower Camp, bell’s Close, Colgate, Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,James Braidwood,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184334
Four excellent new songs ,,104185090,Adventures and adventurers,Y,,specified,1780,1780-01-01,Falkirk,,Falkirk,"Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,,Patrick Mair,Patrick Mair,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185090
New garland ,,104185091,Scotland/Scots,Y,,specified,1780,1780-01-01,Falkirk,"South-gate of the Old Kirk, in High street",Falkirk,"South-gate of the Old Kirk, in High street, Falkirk, Scotland","High Street, Falkirk, Scotland, United Kingdom",55.999142,-3.784251,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185091
Notted [sic] history of Mother Grim ,,104184543,Wit and humor,Y,,specified,1780,1780-01-01,,,,,,,,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184543
Lamentation of Hugh Graham ,,104185710,Executions and executioners,Y,,specified,1780,1780-01-01,,,,,,,,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185710
"Whole prophecies of Scotland, England, Ireland, France, and Denmark ",,104184559,Prophecies,Y,1781,verified,1781,1781-01-01,Edinburgh,Niddery’s-wynd,Edinburgh,"Niddery’s-wynd, Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,"Thomas, the Rhymer, 1220?-1297?",Alex Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184559
Faith's plea upon God's word ,,104184831,Religion & morality,Y,"M,DCC,LXXXI",verified,1781,1781-01-01,Falkirk,High-street ,Falkirk,"High-street , Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,Ralph Erskine,Daniel Reid,,,,,,eighth,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184831
Query in the Gospel Magazine for October M.DCC.LXXI ,,104184527,Religion & morality,Y,M.DCC.LXXXIII,verified,1783,1783-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184527
"History of Mahomet, that grand impostor ",,104185293,Religion & morality,Y,MDCCLXXXIII,verified,1783,1783-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,Charles Thompson,J & M Robertson,J & M Robertson,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185293
Five excellent new songs ,,104185092,Ireland and the Irish,Y,1783,verified,1783,1783-01-01,Falkirk,"High-Street, opposite to the Cross-Well",Falkirk,"High-Street, Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,,Patrick Mair,Patrick Mair,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185092
Harmony of the divine attributes displayed in the redemption and salvation of sinners by Jesus Christ ,,104184971,Religion & morality,Y,1783,verified,1783,1783-01-01,Falkirk,"Stirling-shire Printing-house, in High-street, near the South-Gate of the Church, Mr. Gardener’s Land",Falkirk,"High-street , Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,Ralph Erskine,Daniel Reid,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184971
Renowned history of the seven champions of Christendom ,,104187005,Religion & morality,Y,1784,verified,1784,1784-01-01,Glasgow,Paisley,Glasgow,"Paisley, Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,,George Caldwell,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104187005
Laird of Cool's ghost ,,104186974,Apparitions,Y,1784,verified,1784,1784-01-01,Falkirk,"New Stirling-shire Printing Office, opposite the Cross-Well",Falkirk,"Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,,Patrick Mair,Patrick Mair,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186974
Renowned history of the seven champions of Christendom ,,104186320,Religion & morality,Y,1784,verified,1784,1784-01-01,Glasgow,Paisley,Glasgow,"Paisley,  Scotland","Paisley, Scotland, United Kingdom",55.845556,-4.423889,,,,,George Caldwell,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186320
"Christ on the cross, suffering for sinners, or, The sinner's redemption, sanctification, and exaltation, by the death of our Lord Jesus Christ ",,104184964,Religion & morality,Y,1784,verified,1784,1784-01-01,Falkirk,"New Stirling-shire Printing Office,High-street, opposite the Cross-Well",Falkirk,"Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,John Welsh,Patrick Mair,Patrick Mair,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184964
Christian's great interest ,,104184505,Religion & morality,Y,1786,verified,1785,1785-01-01,Edinburgh,at the foot of the Old Assembly Close,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184505
Famous history of the whimsical Mr Spectator ,,104186971,Wit and humor,Y,,specified,1785,1785-01-01,Edinburgh,opposite to the Old Assembly Close,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,A. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186971
"Tayler's ready doctor, or, Cures suitable for most distempers incident to the human body ",,104184830,Diseases,Y,M.DCC.LXXXV.,verified,1785,1785-01-01,Falkirk,,Falkirk,"Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,Peter Tayler,Patrick Mair,Patrick Mair,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184830
"New song, the fumbler detected, or, The cautious maid's escape ",,104186331,Wit and humor,Y,M.DCC.LXXXV.,verified,1785,1785-01-01,,,,,,,,,,,,James Maxwell,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186331
Cry to the whole earth; a sermon preached by the Reverend Mr. John Welch ,,104185816,Religion & morality,Y,MDCCLXXXV,verified,1785,1785-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,John Welch,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185816
Key to the Book of Psalms ,,104185491,Religion & morality,Y,M.DCC.LXXXV.,verified,1785,1785-01-01,Glasgow,"Gibson’s-wynd, Saltmarket ",Glasgow,"Gibson’s-wynd, Saltmarket , Glasgow, Scotland","Princes Street, Glasgow, Scotland, United Kingdom",55.830078,-4.219591,,,George Horne,Anna Orr,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185491
Door of salvation opened ,,104185294,Religion & morality,Y,MDCCLXXXV,verified,1785,1785-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185294
Surprising and melancholy account of Richard Smith ,,104185100,Suicide,Y,,specified,1785,1785-01-01,Falkirk,"High Street, opposite to the Cross-Well",Falkirk,"High Street, Falkirk, Scotland","High Street, Bonnybridge, Scotland, United Kingdom",56.0002,-3.890644,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185100
Wonderful and surprising narrative of Capt. John Inglefield ,,104185121,Accidents,Y,,specified,1785,1785-01-01,Falkirk,,Falkirk,"Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,John Nicholson Inglefield,Patrick Mair,Patrick Mair,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185121
"Strange and wonderful predictions of the Reverend martyr, Mr. Christopher Love ",,104184504,Prophecies,Y,1786,verified,1786,1786-01-01,Edinburgh,foot of the Old Assembly Close,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,Christopher Love,Alex Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184504
Ancient and modern history of Buck-haven in Fife-shire ,,104186977,Scotland/Scots,Y,1786,verified,1786,1786-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,Merry Andrew (At Tamtallan),,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186977
"Travels from Aleppo, to the city of Jerusalem, and through the most remarkable parts of the Holy Land, in 1776 ",,104184833,Adventures and adventurers,Y,"M,DCC,LXXXVI",verified,1786,1786-01-01,Falkirk,,Falkirk,"Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,Richard Tyron,Patrick Mair,Patrick Mair,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184833
"Heavenly rest for a weary soul, or, The pilgrim at his journey's end ",,104185287,Religion & morality,Y,1786,verified,1786,1786-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185287
"Crhist [sic] on the cross suffering for sinners, or, The sinners redemption, sanctification and exaltation by the death and bitter passion of our Lord and Saviour Jesus Christ ",,104185295,Religion & morality,Y,MDCCLXXXVI,verified,1786,1786-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,Samuel Smithson,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185295
Faith's plea upon God's covenant ,,104185829,Religion & morality,Y,MDCCLXXXVII,verified,1787,1787-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,Ralph Erskine,J. & M. Robertson,,,,,,Fifteenth,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185829
"Some ejaculations and dying words of the late Reverend Mr. John Willison, Minister of the Gospel at Dundee ",,104185462,Last words,Y,1787,verified,1787,1787-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,John Willison,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185462
History of Jack and the giants ,,104184970,Curiosities and wonders,Y,"M,DCC,LXXXVII",verified,1787,1787-01-01,Falkirk,,Falkirk,"Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184970
Fortunes and misfortunes of the famous Moll Flanders ,,104184960,Prostitution,Y,MDCCLXXXVIII,verified,1788,1788-01-01,Falkirk,,Falkirk,"Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,,Patrick Mair,Patrick Mair,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184960
Tom Thumb's royal riddle book ,,104184961,Wit and humor,Y,1788,verified,1788,1788-01-01,Falkirk,,Falkirk,"Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,,,Travelling Booksellers,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184961
Grave ,,104184972,Religion & morality,Y,1788,verified,1788,1788-01-01,Falkirk,,Falkirk,"Falkirk, Scotland","Falkirk, Scotland, United Kingdom",55.986873,-3.787523,,,Robert Blair,,,,,,,Fourteenth,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184972
History of Jack and the giants ,,104184560,Curiosities and wonders,Y,1789,verified,1789,1789-01-01,,foot of the Horse-wynd,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184560
"Choice drop of honey from the rock, Christ, or A word of advice to saints and sinners ",,104184329,Religion & morality,Y,1789,verified,1789,1789-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,Thomas Wilcock,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184329
"Fun upon fun, or, The comical merry tricks of Leper the taylor ",,104185318,Wit and humor,Y,MDCCLXXXIX,verified,1789,1789-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185318
"Fun upon fun, or, The comical merry tricks of Leper the taylor ",,104185319,Wit and humor,Y,MDCCLXXXIX,verified,1789,1789-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185319
Grand solemnity of the taylor's funeral ,,104185320,Wit and humor,Y,1789,verified,1789,1789-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185320
Lamb in the midst of the throne ,,104185264,Religion & morality,Y,"M,DCC,LXXXIX",verified,1789,1789-01-01,Glasgow,Paisley,Glasgow,"Paisley, Scotland","Paisley, Scotland, United Kingdom",55.845556,-4.423889,,,Ralph Erskine,,George Caldwell,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185264
Witty and entertaining exploits of George Buchannan ,,104184558,Wit and humor,Y,,specified,1790,1790-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184558
"Vice punished, and virtue rewarded ",,104184533,Occupations,Y,,specified,1790,1790-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184533
"Scots piper's queries, or, John Falkirk's carriches ",,104184358,Scotland/Scots,Y,,specified,1790,1790-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,J. Morren,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184358
"Scots piper's queries, or John Falkirk's carriches ",,104186982,Scotland/Scots,Y,,specified,1790,1790-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,J. Morren,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186982
"Scots piper's queries, or, John Falkirk's carriches ",,104186535,Scotland/Scots,Y,,specified,1790,1790-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,J. Morren,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186535
"Cry from the dead, or, The ghost of the famous Mr James Guthrie appearing ",,104185832,Treason,Y,,specified,1790,1790-01-01,Paisley,,Paisley,"Paisley, Scotland","Paisley, Scotland, United Kingdom",55.845556,-4.423889,,,James Guthrie,Peter M'Arthur,,Tho Stevenson,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185832
History of the wicked life and horrid death of Dr. John Faustus ,,104185472,Curiosities and wonders,Y,MDCCX,verified,1790,1790-01-01,Glasgow,the Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185472
"Explication of, the prophecies of Thomas Rymer ",,104185473,Prophecies,Y,,specified,1790,1790-01-01,,the Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,Allan Boyd,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185473
History and comical transactions of Lothian Tom ,,104185321,Wit and humor,Y,MDCCXC,verified,1790,1790-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185321
Merry tales of the wise men of Gotham ,,104185322,Wit and humor,Y,MDCCXC,verified,1790,1790-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185322
True relation of the surprising foreknowledge and wonderful predictions of the Rev. Mr. Allan Logan ,,104185263,Prophecies,Y,MDCCXC,verified,1790,1790-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,,Thomas Stevenson,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185263
Dying groans of Sir John Barleycorn ,,104186508,Temperance,Y,,specified,1790,1790-01-01,,,,,,,,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186508
Nixon's Cheshire prophecy at large ,,104187188,Prophecies,Y,,specified,1790,1790-01-01,,,,,,,,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104187188
Ancient history of three bonnets ,,104184532,Apparitions,Y,1793,verified,1793,1793-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184532
"History of the wits jubilee, or, The chearful companion ",,104184542,Wit and humor,Y,1793,verified,1793,1793-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,Mr. Merrymen; Ben. Johnson,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184542
Explication of Thomas Rymer's prophecies ,,104184507,Prophecies,Y,1793,verified,1793,1793-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,Allan Boyd,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184507
"Copy of a remarkable prophecy, relative to the present times ",,104184223,Prophecies,Y,,specified,1793,1793-01-01,Dunbar,,Dunbar,"Dunbar, Scotland, Scotland","Dunbar, Scotland, United Kingdom",56.002729,-2.514041,,,,G. Miller,G. Miller,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184223
Ancient history of three bonnets ,,104186954,Apparitions,Y,1793,verified,1793,1793-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186954
Select songs ,,104184209,Courtship & seduction,Y,,circa,1793,1793-01-01,Dumfries,,Dumfries,"Dumfries, Scotland","Dumfries, Scotland, United Kingdom",55.068632,-3.608237,,,,,The Booksellers,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184209
Select songs ,,104184210,Courtship & seduction,Y,,circa,1793,1793-01-01,Dumfries,,Dumfries,"Dumfries, Scotland","Dumfries, Scotland, United Kingdom",55.068632,-3.608237,,,,,The Booksellers,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184210
"Right and equality, constitution, organization, and kings, explained, or, One pennyworth of truth ",,104184211,Politics & government,Y,,circa,1793,1793-01-01,Dumfries,,Dumfries,"Dumfries, Scotland","Dumfries, Scotland, United Kingdom",55.068632,-3.608237,,,,Cuthbert M'Lachlan,Cuthbert M'Lachlan,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184211
Explication of Thomas Rymer's prophecies ,,104184324,Prophecies,Y,1794,verified,1794,1794-01-01,Edinburgh,"Ba lie Close, opposite Magsalen Chaple",Edinburgh,"Magsalen Chaple, Edinburgh, Scotland","Cowgate, Edinburgh, Scotland, United Kingdom",55.948598,-3.188333,,,Allan Boyd,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184324
Renowned history of the seven champions of Christendom ,,104185323,Religion & morality,Y,MDCCXCIV,verified,1794,1794-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185323
Cry to the whole earth ,,104185274,Religion & morality,Y,MDCCXCIV,verified,1794,1794-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,John Bunyan,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185274
Cry to the whole earth ,,104185288,Religion & morality,Y,MDCCXCIV,verified,1794,1794-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,John Welch,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185288
History of Jack and the giants ,,104184561,Curiosities and wonders,Y,1795,verified,1795,1795-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184561
"Scotland's skaith, or, The history o' Will & Jean ",,104184536,Temperance,Y,1795,verified,1795,1795-01-01,Edinburgh,,Edinburgh,"Edinburgh, Scotland","City of Edinburgh, Scotland, United Kingdom",55.92826,-3.275582,,,,,P. Hill & A. Guthrie,,,,,second,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104184536
Witty and entertaining exploits of George Buchanan ,,104186979,Wit and humor,Y,MDCCXCV,verified,1795,1795-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186979
"Scotland's skaith, or, The history o' Will & Jean ",,104186509,Temperance,Y,1795,verified,1795,1795-01-01,Stirling,,Stirling,"Stirling, Scotland","Stirling, Scotland, United Kingdom",56.281067,-4.436736,,,,C. Randall,P. Hill & A. Guthrie; Brash & Reid; A. Macauley; G. Caldwall & A. Cameron ,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104186509
Tale of three bonnets ,,104185475,Apparitions,Y,MDCCXCV,verified,1795,1795-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185475
"Wonderful conferences which passed between the ghost of Mr. Maxwell of Cool, and the Rev. Mr. Ogilvy of Innerwick ",,104185476,Apparitions,Y,MDCCXCV,verified,1795,1795-01-01,Glasgow,the Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,,,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185476
Wife of Beith ,,104185298,Religion & morality,Y,MDCCXCV,verified,1795,1795-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185298
"Purgatory proved, illustrated, and set forth in a clear light ",,104185289,Religion & morality,Y,MDCCXCV,verified,1795,1795-01-01,Glasgow,the Saltmarket,Glasgow,"Saltmarket, Glasgow, Scotland","Saltmarket, Glasgow, Scotland, United Kingdom",55.853215,-4.246796,,,"O'Lavery, Murtaugh",,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185289
Last sermon of the Reverend James Hervey ,,104185290,Religion & morality,Y,MDCCXCV,verified,1795,1795-01-01,Glasgow,,Glasgow,"Glasgow, Scotland","Glasgow, Scotland, United Kingdom",55.860766,-4.268234,,,James Hervey,J. & M. Robertson,,,,,,,National Library Scotland,https://digital.nls.uk/chapbooks-printed-in-scotland/archive/104185290
